# VOICEVOX のユーザー辞書に登録する固有名詞。
# 列: 表記<TAB>読み（カタカナ）<TAB>アクセント型（0=平板 / n=n モーラ目で下がる）<TAB>メモ
# scripts/tts_n4.py が合成の前に流し込む。同じ表記が既にあれば上書きする。
# 登録する基準: 合成してみて読みが割れた語だけ。先回りして増やさない（辞書が増えると事故が読めなくなる）
ろりぽっぷ	ロリポップ	0	2026-09-04 追加。既定だと「ロ'リ/ポ'ッ/プ'」と 3 つに割れて名前に聞こえなかった
やぎくるみ	ヤギクルミ	0	同上。姓名がつながる語なので平板で 1 語にする
